bookID,average_rating,num_pages,ratings_count,main_author,parent_publisher
4332,4.0,405,339,Dale Brown,HarperTorch
4337,4.01,496,2218,Aidan Hartley,Riverhead
4338,3.96,212,7205,Anderson Cooper,Harper
4339,4.23,260,13108,Michael Herr,Vintage
4341,3.62,386,1291,Bentley Little,Signet
4346,4.21,174,3472,Robert D. Siegel,ree
4352,3.53,32,57,Ian Whybrow,Alison
4359,4.0,48,27,Joanne Rocklin,Scholastic
4360,4.29,336,1505,Anthony Loyd,Penguin
4362,4.12,507,643,Anthony Shadid,St.
4364,3.93,542,9024,Suketu Mehta,Vintage
4370,3.96,344,4820,Andrew X. Pham,Picador
4372,4.14,336,3534,Chanrithy Him,W.
4373,4.35,238,26524,Loung Ung,Harper
4390,3.78,160,4694,Gabriel García Márquez,Plaza
4394,4.0,288,838,Gabriel García Márquez,Harper
4397,3.96,464,7044,John Steinbeck,Penguin
4398,3.81,112,30,Kelly McGrath Vlcek,Cliffs
4399,3.96,597,37,John Steinbeck,Longman
4404,4.11,635,1211,Neil Gaiman,PerfectBound
4405,3.8,399,1876,Jon Meacham,Random
4407,4.11,635,383045,Neil Gaiman,Headline
4408,4.37,601,3942,John Steinbeck,Penguin
4411,3.98,575,99,Stephen Oppenheimer,Orion
4415,4.37,691,83,John Steinbeck,Bantam
4417,4.18,112,679,Yona Zeldis McDonough,Grosset
4424,4.07,849,7981,Robert Dallek,Back
4434,3.56,229,175,Augusten Burroughs,Atlantic
4435,4.03,295,1158,Augusten Burroughs,Atlantic
4436,3.72,320,667,Augusten Burroughs,Atlantic
4451,3.98,272,6256,M. Scott Peck,ouchstone
4454,4.05,318,1314,M. Scott Peck,ouchstone
4465,4.36,189,5906,Arthur Conan Doyle,Geddes
4472,4.23,641,1073,John Irving,Modern
4477,4.26,270,33828,Atul Gawande,Picador
4479,3.91,80,109,Judith Viorst,Atheneum
4487,3.57,422,965,Helen Fielding,Picador
4488,3.49,64,1104,Helen Fielding,Penguin
4515,3.77,279,5119,Carlos Ruiz Zafón,Edebé
4519,3.9,199,3690,Ruby K. Payne,AHA!
4520,3.7,230,3602,Carlos Ruiz Zafón,Rayo
4524,4.26,403,1278,Carlos Ruiz Zafón,Phoenix
4525,3.77,493,180,David A. Black,Manning
4540,3.57,172,308,E.L. Konigsburg,Dell
4579,3.98,324,60,Sylvia Engdahl,Firebird
4580,3.95,304,2045,Sylvia Engdahl,Firebird
4583,3.9,276,1764,Jonathan Safran Foer,Harper
4584,3.9,276,5210,Jonathan Safran Foer,Penguin
4588,3.98,326,335477,Jonathan Safran Foer,Mariner
4591,4.04,344,20695,Matt Ridley,Harper
4593,3.86,692,63,David W. Mount,Cold
4595,3.83,392,272,James Shreeve,Ballantine
4599,4.09,483,11095,Glen David Gold,Hyperion
4601,4.24,30,348,Doreen Cronin,Pocket
4602,4.1,40,7823,Doreen Cronin,Atheneum
4605,3.46,482,6441,Jane Smiley,Rivages
4606,4.07,32,161,Lisa Wheeler,Atheneum/Richard
4608,3.55,48,37,Charles A. Peek,Cliffs
4610,3.98,519,5517,Joseph Heller,Vintage
4620,4.0,367,3730,Liza Dalby,University
4623,3.52,224,606,New Scientist,Atria
4624,3.97,119,11,Gabriel García Márquez,Kiepenheuer
4625,4.29,650,30081,Ernest Hemingway,Scribner
4626,3.9,97,132,Mark Bailey,Algonquin
4627,3.97,490,162,Ernest Hemingway,Vintage
4631,4.04,192,82993,Ernest Hemingway,Vintage
4633,3.88,448,11265,Ernest Hemingway,Scribner
4637,3.87,247,186,Sven Regener,Vintage
4641,4.26,464,219,Ernest Hemingway,Scribner
4642,3.82,185,45,Carlene Fredericka Brennen,Pineapple
4653,3.63,928,198,John Irving,Black
4654,3.42,208,1841,John Irving,Ballantine
4656,3.31,368,25257,John Irving,Fawcett
4657,3.35,272,10479,John Irving,Ballantine
4658,3.3,304,8896,John Irving,Ballantine
4660,3.24,176,11346,John Irving,Ballantine
4662,4.23,800,12039,F. Scott Fitzgerald,Scribner
4664,4.22,528,186,F. Scott Fitzgerald,Scribner
4669,4.0,328,100,F. Scott Fitzgerald,Minnesota
4670,3.82,400,1354,F. Scott Fitzgerald,Penguin
4673,3.88,144,557,Kathleen Parkinson,Penguin
4676,3.7,96,78,Kate Maurer,Cliffs
4677,3.91,188,2729,F. Scott Fitzgerald,Penguin
4680,3.33,208,1750,Scott Turow,Picador
4681,3.83,553,5073,Scott Turow,Warner
4682,3.75,817,3655,Scott Turow,Grand
4683,3.86,528,5163,Scott Turow,Warner
4685,3.67,288,6093,Scott Turow,Warner
4686,3.81,176,506,Scott Turow,St.
4692,4.37,720,23114,Noah Gordon,Little
4693,3.39,448,2680,Noah Gordon,Signet
4695,3.69,448,921,Noah Gordon,Fawcett
4696,4.1,352,4360,Noah Gordon,St.
4698,4.32,81,69,Noah Eli Gordon,ougher
4700,4.12,768,493,Noah Gordon,Zeta
4703,3.31,60,418,Mark Haddon,Vintage
4714,3.76,520,83,Paula S. Fass,Oxford
4717,3.73,224,549,Steven L. Layne,Pelican
4723,4.42,214,41,F. Scott Fitzgerald,Cambridge
4738,3.83,144,332,Douglas Coupland,Douglas
4739,3.85,144,893,Douglas Coupland,Douglas
4742,3.97,272,91,Sun Tzu,Oxford
4745,3.85,256,20,Scott   Cunningham,Running
4746,3.56,175,16,Time-Life Books,ime-Life
4752,4.23,166,11,George Lucas,Del
4764,3.75,400,55,Robert L. O'Connell,Free
4767,3.92,150,259,George Lucas,Del
4777,4.14,224,383,John Warry,University
4796,3.99,336,32091,John Steinbeck,Penguin
4799,4.04,181,96408,John Steinbeck,Penguin
4801,4.41,1088,884,John Steinbeck,Library
4802,3.83,154,438,John Steinbeck,Penguin
4803,3.84,288,3427,John Steinbeck,Penguin
4805,3.97,224,179,Dava Sobel,Walker
4806,3.97,192,47453,Dava Sobel,Walker
4812,4.5,437,10,William Andrewes,Collection
4813,3.6,650,11751,Gavin Menzies,Harper
4817,3.27,192,20,Kristi Gold,Silhouette
4820,3.87,461,31384,Nathaniel Philbrick,Viking
4829,4.44,70,26,Lerone Bennett Jr.,Penguin
4830,3.88,398,11418,Salman Rushdie,Random
4832,3.98,463,364,Salman Rushdie,Picador
4835,4.01,224,22378,Salman Rushdie,Viking
4836,3.29,272,6711,Salman Rushdie,Vintage
4845,4.29,914,7059,Steve McConnell,Microsoft
4864,4.17,538,111,Dale Carnegie,Galahad
4866,4.12,358,61639,Dale Carnegie,Gallery
4870,3.96,224,1907,Dale Carnegie,Pocket
4873,4.08,256,3713,Dale Carnegie,Pocket
4887,4.09,144,12436,Alice   Miller,Basic
4888,4.09,118,97,Alice   Miller,Basic
4894,3.8,96,311436,Spencer Johnson,Vermilion
4898,3.91,240,46064,W. Chan Kim,Harvard
4900,3.42,188,321078,Joseph Conrad,Green
4906,3.58,225,3761,Joseph Conrad,Oxford
4907,3.42,132,92,Joseph Conrad,Wildside
4909,3.75,272,26508,Frank McCourt,Scribner
4916,4.11,224,711,Frank McCourt,Simon
4921,3.89,185,38313,Jerome K. Jerome,Penguin
4922,3.89,144,213,Jerome K. Jerome,Dover
4924,3.89,272,52,Jerome K. Jerome,Collectors
4925,3.89,178,786,Jerome K. Jerome,Penguin
4926,4.08,400,2318,Jerome K. Jerome,Penguin
4929,4.14,467,225397,Haruki Murakami,Vintage
4933,4.32,736,983,Fyodor Dostoyevsky,Signet
4934,4.32,796,191531,Fyodor Dostoyevsky,Farrar
4935,4.32,1013,1673,Fyodor Dostoyevsky,Penguin
4936,4.32,796,617,Fyodor Dostoyevsky,Vintage
4940,4.32,720,1089,Fyodor Dostoyevsky,Barnes
4943,4.44,288,1455,Peter Menzel,Material
4945,4.32,32,65,Don    Wood,Child's
4947,4.05,32,2114,Elinor J. Pinczes,HMH
4950,3.95,333,11838,Amitav Ghosh,Mariner
4951,3.96,224,749,Geneen Roth,Plume
4952,4.16,475,65767,Dave Eggers,McSweeney's
4953,3.68,485,157572,Dave Eggers,Vintage
4954,3.63,401,25811,Dave Eggers,Vintage
4955,3.75,224,12007,Dave Eggers,Vintage
4956,3.75,218,488,Dave Eggers,McSweeney's
4963,3.97,32,20,Lisa McCourt,Scholastic
4965,4.01,358,120736,Geraldine Brooks,Penguin
4966,3.51,224,55,Tanya Remer Altmann,Bantam
4978,4.18,931,127168,Stephen King,Pocket
4979,4.07,160,34339,Kurt Vonnegut Jr.,Random
4981,4.07,275,1001671,Kurt Vonnegut Jr.,Dial
4983,4.35,258,28254,Harold Bloom,Chelsea
4986,3.84,80,12754,Kurt Vonnegut Jr.,Washington
4987,3.82,310,17881,Kurt Vonnegut Jr.,Dial
4988,3.87,240,3183,Kurt Vonnegut Jr.,Berkley
4989,4.17,336,470858,Anita Diamant,St.
4990,3.96,100,181,Sandra Hack Polaski,Chalice
4991,4.13,88,440,Ann Finding,Bloomsbury
4997,3.88,313,618,Tracy Chevalier,Gallimard
4999,4.14,776,2583,Christopher   Clark,Belknap
5004,3.68,397,878,Jean Rabe,Wizards
5005,4.29,489,244,Antony Beevor,Viking
5008,3.66,411,50,Tracy Chevalier,Punto
5015,3.63,289,52576,Ian McEwan,Anchor
5027,4.05,32,34,Alma Flor Ada,Atheneum
5051,4.05,596,154,Ken Follett,MacMillan
5053,3.88,320,16057,Ken Follett,NAL
5055,3.82,448,14545,Ken Follett,NAL
5057,3.95,319,666,Marcia Angell,Random
5062,3.97,416,20892,Ken Follett,NAL
5066,3.97,496,367,Ken Follett,Signet
5069,4.1,208,336,Yukito Kishiro,VIZ
5071,4.12,208,340,Yukito Kishiro,VIZ
5073,4.06,200,48,Yukito Kishiro,Glénat
5077,4.11,240,248,John E. Upledger,North
5084,4.17,336,69153,Julia Child,Knopf
5089,4.21,624,28,Bill Bryson,Anchor
5094,4.23,463,173022,Stephen King,Signet
5102,4.11,350,2102,Margaret Atwood,Everyman's
5104,4.11,308,529,Margaret Atwood,Heinemann
5107,3.8,277,2457092,J.D. Salinger,Back
5111,3.72,120,775,Barron's,Barron's
5113,3.98,201,167157,J.D. Salinger,Back
5114,4.11,256,40629,J.D. Salinger,Back
5128,3.92,187,30012,Aldous Huxley,Harper
5129,3.99,288,1247221,Aldous Huxley,HarperPerennial
5130,3.83,354,19668,Aldous Huxley,Harper
5131,4.19,336,3266,Aldous Huxley,Harper
5132,4.3,320,98,Aldous Huxley,Crossroad
5134,4.19,304,404,Aldous Huxley,Park
5135,3.86,432,9522,Aldous Huxley,Dalkey
5136,3.75,368,2056,Aldous Huxley,Ivan
5137,4.12,281,4773,Elspeth Huxley,Penguin
5139,3.74,432,744569,Lauren Weisberger,Anchor
5144,4.01,96,309,Julie Mullaney,Bloomsbury
5148,3.57,208,175779,John Knowles,Scribner
5157,3.88,288,75494,Anna Quindlen,Delta
5158,3.69,165,23170,Kaye Gibbons,Vintage
5159,3.69,336,43028,Alice Hoffman,Berkley
5160,4.2,288,17966,Maya Angelou,Random
5161,3.87,464,112856,Jacquelyn Mitchard,Penguin
5167,4.06,522,42695,Lalita Tademy,Grand
5168,4.02,376,227716,Billie Letts,Grand
5169,3.79,128,38,Katherine E. Krohn,Lerner
5171,3.74,368,74161,Christina Schwarz,Ballantine
5174,3.96,672,55988,Ann-Marie MacDonald,Pocket
5175,3.73,244,19366,Pearl Cleage,Harper
5176,3.69,304,56320,Sue Miller,Ballantine
5179,3.69,465,19073,Melinda Haynes,Washington
5186,3.88,234,25200,Edwidge Danticat,Vintage
5187,3.85,328,63595,Jane Hamilton,Anchor
5190,3.7,272,54119,Elizabeth Berg,Ballantine
5191,3.52,304,78714,Anita Shreve,Back
5196,3.9,648,66629,Maeve Binchy,Dell
5197,3.95,256,47143,Ernest J. Gaines,Vintage
5198,3.8,318,19927,Toni Morrison,Plume
5202,3.34,40,364,Bill Cosby,Cartwheel
5203,3.88,465,294348,Wally Lamb,Pocket
5204,3.73,454,87367,Joyce Carol Oates,Plume
5205,3.81,400,68554,Jane Hamilton,Anchor
5207,3.91,399,1005,Isabel Allende,Harper
5209,3.54,40,990,Bill Cosby,Cartwheel
5210,3.98,357,4080,Pearl S. Buck,Washington
5211,4.36,603,112196,Rohinton Mistry,Vintage
5212,3.49,40,405,Bill Cosby,Cartwheel
5213,3.96,480,3112,Janet Fitch,Back
5214,3.9,316,3140,Alan Paton,Scribner
5215,4.07,458,3437,Gabriel García Márquez,Harper
5216,4.06,337,1730,Toni Morrison,Plume
5217,4.07,417,90,Gabriel García Márquez,urtleback
5219,4.03,216,3420,Toni Morrison,Plume
5220,4.06,546,5773,Barbara Kingsolver,Harper
5230,4.18,744,67,Wally Lamb,De
5237,4.23,432,179,Paul Kengor,Harper
5240,4.13,304,1059,Dinesh D'Souza,Free
5249,3.86,274,483,Edith Wharton,Modern
5255,4.26,928,56,Edith Wharton,Library
5261,3.76,385,521,Edith Wharton,Scribner
5272,3.77,300,41,Edith Wharton,Kessinger
5289,4.45,1270,11903,Oscar Wilde,HarperCollins
5294,4.24,736,2695,Richard Ellmann,Vintage
5296,4.04,78,32946,Oscar Wilde,Dover
5297,4.08,272,760717,Oscar Wilde,Random
5304,4.21,252,2298,Oscar Wilde,Penguin
5305,3.95,94,545,Ravi Zacharias,Multnomah
5306,4.08,214,56349,John Steinbeck,Penguin
5307,4.35,909,371,John Steinbeck,Library
5308,3.46,96,160706,John Steinbeck,Penguin
5309,4.67,266,2467,Don Rosa,Gemstone
5310,4.48,208,959,Don Rosa,Gemstone
5314,4.13,168,14,Marvin Kaye,Wildside
5319,4.08,144,3187,Jean Shepherd,Broadway
5321,4.07,24,10,Tim Dowley,Moody
5322,4.43,24,1304,Jane Werner Watson,Golden
5327,4.05,160,4359,Charles Dickens,Candlewick
5328,4.05,112,6671,Charles Dickens,Penguin
5330,4.05,266,276,Charles Dickens,W.
5332,4.1,56,58,Jane Parker Resnick,Running
5337,3.99,1347,291,Charles Dickens,Modern
5338,4.14,288,30393,Charles Dickens,Penguin
5342,4.01,128,1729,Charles Dickens,Simon
5344,3.52,353,41041,Charles Dickens,Pearson
5345,3.82,360,52005,John Grisham,Doubleday
5346,3.87,278,72294,John Grisham,Delta
5348,3.86,535,89014,John Grisham,Island
5349,3.94,419,151818,John Grisham,Delta
5350,3.92,416,97474,John Grisham,Delta
5351,3.83,384,89947,John Grisham,Bantam
5352,3.69,384,58901,John Grisham,Delta
5354,3.73,384,76085,John Grisham,Delta
5356,3.68,276,68098,John Grisham,Delta
5357,3.49,198,46334,John Grisham,Arrow
5358,4.01,76,540910,Robin Waterfield,Addison
5359,4.0,483,367399,John Grisham,Delta
5360,3.7,384,67857,John Grisham,Bantam
5364,4.32,743,222140,Diana Gabaldon,Bantam
5368,3.99,972,14409,Kathleen Winsor,Penguin
5370,3.95,160,834,Paula Danziger,Scholastic
5371,3.84,96,4787,Paula Danziger,Puffin
5372,3.87,336,2637,Margaret Weis,Wizards
5373,4.24,509,76,Stephen King,ime
5374,3.82,221,2221,Dugald A. Steer,Candlewick
5375,4.0,341,59,Kaza Kingsley,Firelight
5376,3.43,368,133,James A. Hetley,Ace
5396,3.51,279,41,Christopher Stasheff,Baen
5402,4.39,32,1004,Patricia Thomas,William
5404,4.08,336,2841,Roland H. Bainton,Plume
5412,4.34,1227,256,Stephen King,Bastei
5413,4.25,594,84123,Stephen King,Doubleday
5415,4.02,405,1039,Stephen King,Doubleday
5417,4.54,1096,13137,Stephen King,Wings
5419,4.02,427,178,Stephen King,Signet
5420,4.02,586,25,Stephen King,Hodder
5427,4.08,396,873,Edward W. Said,Penguin
5439,4.15,198,131876,Jhumpa Lahiri,Houghton
5442,3.89,225,461,David L. Holmes,Oxford
5452,3.83,338,61435,Ann Brashares,Ember
5453,3.81,384,62199,Ann Brashares,Delacorte
5458,4.04,86,111,Barbara Park,Random
5471,4.18,339,9910,George Orwell,Plume
5472,4.28,400,146659,George Orwell,Houghton
5477,4.18,268,1322,George Orwell,Signet
5478,4.18,387,215,George Orwell,1st
5479,4.16,340,129179,Aldous Huxley,Harper
5480,4.16,340,421,Aldous Huxley,HarperCollins
5481,3.95,123,12989,Aldous Huxley,Harper
5485,3.99,259,13353,Aldous Huxley,HarperCollins
5486,3.99,896,2580,David Nasaw,Penguin
5488,4.46,1313,3347,Naguib Mahfouz,Everyman's
5490,4.1,464,1192,Naguib Mahfouz,Anchor
5497,3.81,168,1282,Naguib Mahfouz,Anchor
5498,3.82,167,411,Naguib Mahfouz,Anchor
5499,3.85,286,4815,Naguib Mahfouz,Anchor
5502,4.36,416,590,Naguib Mahfouz,Anchor
5503,3.63,112,809,Naguib Mahfouz,Anchor
5508,4.27,113,24181,Ruud van der Rol,Puffin
5509,4.29,252,55487,Miep Gies,ouchstone
5513,4.06,70,1320,Frances Goodrich,Dramatists
5514,3.99,64,152,Johanna Hurwitz,HarperCollins
5518,3.9,80,10,Rosetta James,Cliffs
5526,4.03,276,502726,Nicholas Sparks,Warner
5527,4.09,439,47324,Robert Penn Warren,Harcourt
5534,3.98,364,256,Ian King,Rodale
5544,4.28,391,106526,Richard P. Feynman,W.
5548,4.27,256,15700,Richard P. Feynman,W.W.
5550,4.25,512,1874,Richard P. Feynman,Basic
5552,4.24,158,13463,Richard P. Feynman,Princeton
5554,3.4,182,19,Faïza Guène,French
5558,3.87,313,3536,Steve Wozniak,W.
5571,4.11,193,9017,William McDonough,North
5575,3.86,384,27869,James Patterson,Vision
5585,4.12,675,1792,Gordon S. Wood,Omohundro
5587,3.98,832,1510,Michael B. Oren,W.
5595,3.97,276,57,Bernard Williams,Cambridge
5598,4.09,188,114,Bernard Williams,Cambridge
5599,4.06,230,556,Bernard Williams,Harvard
5606,4.2,232,10,Jean Nienkamp,Routledge
5635,4.23,1136,286,Jahan Ramazani,W.
5653,3.67,256,19,Gillian Avery,Jane
5659,3.99,197,147748,Kenneth Grahame,Penguin
5660,4.14,379,22,Gillian Avery,Everyman's
5665,4.16,198,970,Richard M. Weaver,University
5671,4.14,240,65,Richard M. Weaver,Routledge
5678,3.39,304,177,Harvey Mansfield,Yale
5685,4.05,838,2415,Leo Tolstoy,Penguin
5691,4.32,796,443,Fyodor Dostoyevsky,Vintage
5693,4.35,467,27027,Anton Chekhov,Modern
5694,4.31,192,62,Maria Skobtsova,Orbis
5696,3.72,230,127,Leo Tolstoy,Penguin
5697,4.47,548,10580,Anton Chekhov,Vintage
5698,4.16,344,2486,Fyodor Dostoyevsky,Vintage
5700,3.94,647,3568,Fyodor Dostoyevsky,Vintage
5712,3.95,208,11,Tim O'Brien,Flamingo
5713,3.95,208,53,Tim O'Brien,Flamingo
5720,4.09,912,40815,Tom Clancy,Berkley
5728,3.8,388,186,Le Ly Hayslip,Anchor
5729,4.12,400,2593,Le Ly Hayslip,Plume
5735,4.22,208,86,Craig Scharlin,University
5736,4.13,424,7072,Anne Moody,Delta
5738,3.93,64,237,Judith Viorst,Simon
5743,3.89,496,2095,Christopher Fowler,Bantam
5752,4.08,528,18793,Steven Pinker,Penguin
5755,4.03,448,15441,Steven Pinker,Harper
5756,3.75,432,50,Steven Pinker,Bradford
5759,4.19,218,388782,Chuck Palahniuk,W.W.
5766,3.8,450,42,Lavigne,O'Reilly
5770,4.26,471,27,Samuel J. Leffler,Addison
5776,3.84,352,2288,Stuart Woods,HarperTorch
5787,4.38,210,20259,Jorge Luis Borges,Penguin
5794,4.38,253,146,Jorge Luis Borges,Planeta
5797,3.79,867,102877,William Makepeace Thackeray,Penguin
5799,3.79,696,553,William Makepeace Thackeray,Barnes
5800,3.79,672,296,William Makepeace Thackeray,Penguin
5805,4.25,296,234954,Alan Moore,Vertigo
5809,3.96,640,15174,Thomas Pynchon,Contemporary
5812,4.15,358,2980,Steve Moore,Pocket
5813,4.03,464,13,V.C. Andrews,Pocket
5814,3.5,208,3169,Thomas Pynchon,Vintage
5816,4.01,424,152,Steven Weisenburger,University
5821,3.73,181,371,Ian Fleming,Penguin
5824,3.7,96,110,Anthony Hern,itan
5826,3.93,352,218195,Ann Patchett,Harper
5835,4.2,608,50,Chris          Jones,Bloomsbury
5838,3.31,66,127,Carlos Marighella,Abraham
5843,3.13,264,37,Christopher   Duncan,Apress
5845,3.77,326,13147,V.S. Naipaul,Picador
5848,3.61,256,461,V.S. Naipaul,Vintage
5851,3.13,280,715,V.S. Naipaul,Vintage
5853,3.25,224,3078,V.S. Naipaul,Vintage
5855,3.89,352,279,Shiva Naipaul,Penguin
5874,4.3,670,163,Richard Slotkin,University
5875,4.13,543,54,Julie E. Czerneda,DAW
5877,4.38,592,1588,Pat Barker,Viking
5880,4.16,506,664,Mary Doria Russell,Black
5881,4.05,144,548,Rob Kidd,Disney
5882,3.98,122,644,Rob Kidd,Disney
5883,3.89,119,730,Rob Kidd,Disney
5885,3.86,123,859,Rob Kidd,Disney
5886,3.83,135,1414,Rob Kidd,Disney
5890,4.0,672,108060,Wilkie Collins,Penguin
5891,4.0,504,136,Wilkie Collins,Dover
5893,4.0,696,122,Wilkie Collins,Broadview
5896,4.0,635,624,Wilkie Collins,Barnes
5898,4.5,1200,682,J.R.R. Tolkien,Not
5901,3.6,624,146,National Commission on Terrorist Attacks Upon The United States,W.
5907,4.27,366,2530894,J.R.R. Tolkien,Houghton
5910,4.27,411,121,J.R.R. Tolkien,HarperCollins
5911,4.3,57,169,J.R.R. Tolkien,Houghton
5912,4.27,481,276,J.R.R. Tolkien,Large
5915,4.27,277,3213,J.R.R. Tolkien,HarperCollins
5918,3.86,64,44,Harry Graham,Dover
5931,4.46,200,5149,Pablo Neruda,City
5932,4.3,70,37942,Pablo Neruda,Penguin
5934,4.3,160,1120,Pablo Neruda,Plaza
5937,4.46,43,1333,Pablo Neruda,Miramax
5942,3.57,311,13022,Michael Ondaatje,Vintage
5952,3.67,320,177,Stacy Horn,St.
5957,4.2,288,175,Hermann Hesse,Peter
5966,3.65,46,71,Edward Lear,Maxima
5969,4.19,640,5019,Wilbur Smith,St.
5970,4.33,304,228,Chris Chester,Anchor
5975,3.69,464,824,Robert Hellenga,Scribner
5976,3.83,251,78,Janette Oke,Bethany
5981,3.69,160,205,Fran Leeper Buss,Puffin
5984,3.78,160,710,Karen Hesse,Margaret
5985,4.21,247,900,Rumer Godden,New
5989,4.14,256,389,Li Bai,Penguin
5991,4.57,735,75,J.K. Rowling,皇冠文化出版有限公司
6003,4.56,768,91,J.K. Rowling,皇冠文化出版有限公司
6008,4.3,184,169,Wang Wei,Oberlin
6038,3.88,528,11,Charles Rembar,HarperCollins
6048,4.16,198,112,Monica Furlong,Random
6057,3.2,194,30,Judy Tam Sargent,North
6058,4.32,352,3146,Erich Maria Remarque,Simon
6066,3.67,312,350,Daniel Defoe,Barnes
6069,4.25,272,1130,Jonathan Shay,Scribner
6076,4.2,272,167,Jacques Derrida,University
6106,4.09,496,1772,John Julius Norwich,Vintage
6107,3.85,588,662,John Julius Norwich,Chatto
6109,4.2,673,1422,John Julius Norwich,Vintage
6110,4.34,816,268,John Julius Norwich,Penguin
6112,4.02,129,888,Hermann Hesse,Modern
6115,4.02,132,1104,Hermann Hesse,Penguin
6129,4.02,160,590,Hermann Hesse,Le
6138,3.91,528,59709,Wilkie Collins,Modern
6140,3.91,464,349,Wilkie Collins,Penguin
6144,3.91,576,74,Wilkie Collins,Oxford
6148,4.29,320,13,Robert L. O'Connell,Oxford
6149,3.83,324,282045,Toni Morrison,Vintage
6150,3.9,316,54558,Alan Paton,Scribner
6151,4.28,160,7551,Henri J.M. Nouwen,Crossroad
6155,4.16,448,681,Kay Arthur,Harvest
6156,4.1,156,137,Bill Potter,Vision
6157,3.95,272,18,Jean Houston,archerPerigee
6159,3.98,306,11163,Sherman Alexie,Grove
6163,4.44,1040,4589,Cormac McCarthy,Everyman's
6167,3.95,485,2923,Rose Tremain,Washington
6173,4.21,194,101,Primo Levi,Penguin
6174,4.32,187,29099,Primo Levi,Simon
6175,4.29,230,1269,Primo Levi,ouchstone
6176,4.4,170,3542,Primo Levi,Abacus
6180,3.92,192,601,Primo Levi,Penguin
6182,4.11,640,104,Ian Thomson,Picador
6184,3.85,279,2155,Emily Brontë,Penguin
6192,3.84,220,61545,J.M. Coetzee,Penguin
6194,3.94,152,18097,J.M. Coetzee,Penguin
6197,3.69,136,1930,J.M. Coetzee,Princeton
6198,3.79,166,3162,J.M. Coetzee,Penguin
6200,3.79,176,4931,J.M. Coetzee,Penguin
6207,3.84,198,2976,J.M. Coetzee,Penguin
6216,4.15,402,2116,Sigrid Undset,Penguin
6217,4.28,1144,7210,Sigrid Undset,Penguin
6218,4.21,304,496,Sigrid Undset,Vintage
6219,4.29,366,1803,Sigrid Undset,Penguin
6220,4.02,305,3831,Sigrid Undset,Penguin
6221,4.15,384,167,Sigrid Undset,Vintage
6222,3.79,330,549,Sigrid Undset,Steerforth
6224,4.19,406,48,Sigrid Undset,Steerforth
6226,4.18,161,848,Sigrid Undset,Penguin
6227,4.23,240,349,Sigrid Undset,Vintage
6230,4.4,288,275,Sigrid Undset,Vintage
6240,3.88,156,1552,David Malouf,Vintage
6245,3.88,336,539,David Malouf,Vintage
6253,3.91,320,79,Sébastien Japrisot,Vintage
6259,4.09,483,57513,Sebastian Faulks,Vintage
6273,4.34,192,3151,Wilfred Owen,New
6286,3.71,368,688,Margaret Truman,Fawcett
6288,3.97,241,606433,Cormac McCarthy,Alfred
6290,4.18,272,258,Friedrich A. Hayek,Routledge
6291,4.19,346,6274,R.A. Salvatore,Wizards
6293,3.96,964,448,Jamie Jensen,Rick
6294,4.29,329,161582,Diana Wynne Jones,Harper
6295,4.13,56,85143,Allen Ginsberg,City
6296,4.04,400,262,Truddi Chase,Berkley
6297,4.51,256,2874,Hayao Miyazaki,VIZ
6298,4.22,208,180,Allen Ginsberg,Harper
6302,4.35,312,193,America's Test Kitchen,America's
6310,4.13,176,558799,Roald Dahl,Puffin
6311,4.33,89,2760,Richard R. George,Puffin
6316,3.86,40,12,Roald Dahl,Puffin
6326,4.39,850,346,Roald Dahl,Alfred
6329,4.43,448,2143,Roald Dahl,Viking
6332,4.01,32,4075,Roald Dahl,Puffin
6334,3.82,288,380646,Kazuo Ishiguro,Vintage
6335,3.82,288,1177,Kazuo Ishiguro,Vintage
6340,4.3,326,118,Eva Brann,Paul
6341,4.28,178,29,Eva Brann,University
6342,4.58,378,20,Eva Brann,Paul
6343,4.42,435,10,Eva Brann,Paul
6346,4.04,118,94,Plato,Focus
6360,4.16,144,31,Michael Vitez,Paul
6366,3.88,336,1226,Dixie Cash,William
6367,3.81,384,1614,Dixie Cash,Avon
6388,3.84,522,2780,Dan Brown,Doubleday
6407,3.98,208,37,Sylvia Browne,NAL
6414,4.05,128,469,Sylvia Browne,Hay
6418,3.6,228,10637,Janet Evanovich,HarperTorch
6419,3.72,164,47315,Janet Evanovich,St.
6422,4.17,313,117541,Janet Evanovich,St.
6424,4.16,337,103618,Janet Evanovich,St.
6425,4.17,326,101730,Janet Evanovich,St.
6426,3.68,312,22251,Janet Evanovich,HarperCollins
6438,4.25,353,722,David Foster Wallace,Little
6440,3.75,541,73757,Walter Scott,Penguin
6441,3.96,56,178,Marianna Mayer,Chronicle
6459,3.73,244,30,Elizabeth L. Fuller,Berkley
6460,4.27,424,242,Dave R. Palmer,Regnery
6462,3.92,320,32978,Joseph J. Ellis,Vintage
6466,4.08,30,835,George Washington,Applewood
6475,4.18,1200,694,Peter A. Lillback,Providence
6480,3.43,463,69,Walter Scott,Oxford
6482,3.83,528,354,Walter Scott,Oxford
6483,3.7,576,26,Walter Scott,Modern
6505,3.59,384,895,Elizabeth Wurtzel,Riverhead
6511,4.02,167,253,James Mangold,Faber
6524,3.86,192,2152,James N. Frey,St.
6526,3.65,511,23107,Patricia Cornwell,Putnam
6527,3.41,212,422,Patricia Cornwell,G.
